EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
996984,ST. LOUIS CO.,(SUS)SPIRIT/ST LOUIS,12/10/2021,1951,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,164745,C,189,LSX,0,0,NWS Storm Survey, ,2.42,50,1,WNW,2,NNE,(SUS)SPIRIT/ST LOUIS,12/10/2021,1953,38.675,-90.676,38.691,-90.636,"After crossing into St. Louis County the tornado caused extensive tree damage along the river, a mere half mile from a large outlet mall. It crossed Highway 40/61/Interstate 64 east of the Boone Bridge causing minor damage to vehicles that were on the highway. The tornado continued northeast, crossing the Missouri River again, back into St. Charles County near Greens Bottom Road.","Numerous severe thunderstorms formed ahead of an approaching cold front during the late afternoon and evening of Friday December 10th, 2021.  Large hail, damaging winds and five tornadoes occurred across central and eastern Missouri as well as south central Illinois.  Unfortunately two of the tornadoes were very strong (rated EF-3 on the Enhanced Fujita Scale) and responsible for 7 fatalities (one near Defiance, Missouri and six at an Amazon Facility near Edwardsville, Illinois). The Defiance, MO tornado tracked within one mile of the NWS St. Louis office in the Missouri Research Park near Weldon Spring, MO leading to the staff sheltering while NWS Kansas City provided service backup.  This is only the third time in the office's existence that the staff had to shelter. The damage from the Defiance, MO EF3 tornado was estimated at $684,186 and is unknown for the remaining tracks at this time but early estimates are well into the millions due to the damage sustained at the Amazon facility near Edwardsville, IL.",72
996987,ST. CHARLES CO.,WELDON,12/10/2021,1953,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,164745,C,183,LSX,0,0,NWS Storm Survey, ,6.06,50,2,ESE,3,ESE,HARVESTER,12/10/2021,1958,38.691,-90.636,38.728,-90.534,"After crossing back into St. Charles County there was additional tree damage, broken power poles, and structural damage noted along Greens Bottom Road. The tornado crossed the Missouri River a third and final time, back into St. Louis County traveling across Highway 364 and north of the Creve Coeur Airport.","Numerous severe thunderstorms formed ahead of an approaching cold front during the late afternoon and evening of Friday December 10th, 2021.  Large hail, damaging winds and five tornadoes occurred across central and eastern Missouri as well as south central Illinois.  Unfortunately two of the tornadoes were very strong (rated EF-3 on the Enhanced Fujita Scale) and responsible for 7 fatalities (one near Defiance, Missouri and six at an Amazon Facility near Edwardsville, Illinois). The Defiance, MO tornado tracked within one mile of the NWS St. Louis office in the Missouri Research Park near Weldon Spring, MO leading to the staff sheltering while NWS Kansas City provided service backup.  This is only the third time in the office's existence that the staff had to shelter. The damage from the Defiance, MO EF3 tornado was estimated at $684,186 and is unknown for the remaining tracks at this time but early estimates are well into the millions due to the damage sustained at the Amazon facility near Edwardsville, IL.",73
996990,ST. LOUIS CO.,ST LOUIS CREVE COEUR,12/10/2021,1958,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,164745,C,189,LSX,0,0,NWS Storm Survey, ,2.74,50,1,W,1,NW,VIGUS,12/10/2021,2001,38.728,-90.534,38.743,-90.487,"Once back in St. Louis County, there was additional tree damage and other minor damage noted. The tornado lifted at 8:01 PM before entering the Hollywood Casino Amphitheatre Complex. Overall, the entire tornado (St. Charles/St. Louis counties) was rated EF3 with a path length of 27.30 miles and a max path width of 150 yards. There was one death and two injuries with this tornado. Dollar amount damage is estimated around $3.4 million in St. Charles County.","Numerous severe thunderstorms formed ahead of an approaching cold front during the late afternoon and evening of Friday December 10th, 2021.  Large hail, damaging winds and five tornadoes occurred across central and eastern Missouri as well as south central Illinois.  Unfortunately two of the tornadoes were very strong (rated EF-3 on the Enhanced Fujita Scale) and responsible for 7 fatalities (one near Defiance, Missouri and six at an Amazon Facility near Edwardsville, Illinois). The Defiance, MO tornado tracked within one mile of the NWS St. Louis office in the Missouri Research Park near Weldon Spring, MO leading to the staff sheltering while NWS Kansas City provided service backup.  This is only the third time in the office's existence that the staff had to shelter. The damage from the Defiance, MO EF3 tornado was estimated at $684,186 and is unknown for the remaining tracks at this time but early estimates are well into the millions due to the damage sustained at the Amazon facility near Edwardsville, IL.",74
997132,PEMISCOT CO.,GAYOSO,12/10/2021,2013,Tornado, ,EF2,0,0,0,0,MO,CST-6, ,165020,C,155,MEG,0,0,NWS Storm Survey, ,4.74,1800,4,E,7,SSE,STEWART,12/10/2021,2018,36.25,-89.644,36.284,-89.57,"The tornado tracked along the oxbows of the Mississippi River between Pemiscot County, Missouri, and Lake County, Tennessee. Aerial and satellite imagery showed ground scouring marks in this area across the Mississippi River.","December 10, 2021, was unseasonably warm over the region. Temperatures broke several long-standing records. Memphis hit 80��F which broke a 103-year-old high-temperature record. ||A strong upper-level trough was approaching from the west, providing strong lift within the unseasonably warm and unstable air mass.  MLCAPE reached the 1500-2000 J/kg range by 6 PM. The wind field was impressive with plenty of vertical wind shear needed for organized thunderstorms. Effective 0-1 km storm-relative helicity values ranged from 300-400 m2/s2 with effective bulk shear values of 70 knots - more than sufficient to support discrete supercells in the warm sector ahead of the cold front.||The first supercell developed in central Arkansas and tracked into northeast Arkansas producing a few weak tornadoes initially before intensifying across eastern Craighead and Mississippi Counties and killing two people. The tornado eventually strengthened into an EF-4 while moving through the Missouri Bootheel, resulting in 2 direct and one indirect fatality in Pemiscot County. The tornado then tracked across the Mississippi River into northwest Tennessee, producing an additional 4 fatalities near Reelfoot Lake. This tornado lifted for a brief time in Obion County, reorganized, and then moved into Kentucky. All told, the mesocyclone tracked for over 300 miles and was producing tornadoes for over 250 miles. This storm was responsible for at least 9 fatalities and many injuries in the NWS Memphis CWA along with millions of dollars of damage. ||As the initial supercell was crossing the state line into Kentucky, a string of supercells was moving into eastern Arkansas. A few brief tornadoes produced minor damage near Cash in western Craighead County and in the Fisher area of western Poinsett County. As the dominant supercell moved into eastern Poinsett County, the mesocyclone quickly intensified and the storm produced an EF-2 tornado in Trumann with several injuries and widespread damage. ||A new supercell developed in Mississippi County causing straight-line wind damage initially. This supercell intensified as it crossed the Mississippi River and produced another long-track tornado starting in Dyer County,  Tennessee. This tornado tracked east-northeast across northwest Tennessee into Henry County, and eventually into Kentucky. This tornado was rated EF-3 and resulted in several injuries with Kenton and Dresden, Tennessee being the hardest hit. ||The convection eventually evolved into a QLCS as it moved east. A mesovortex developed south of I-40 near Jackson that resulted in 3 tornadoes across eastern Madison, Henderson, and Decatur Counties including an EF-2. Non-tornadic storms moved across the Memphis metropolitan area, producing straight-line wind damage as a mesovortex moved through the city. A fatality was reported in Shelby County after a large tree fell on a home in South Memphis. Later that night, an EF-1 tornado occurred in Prentiss County before the severe weather threat began to wind down around 6 AM on December 11, 2021. ||In total, there were 18 tornadoes across the NWS Memphis CWA.  Along with tornadoes, several incidents of wind damage and minor flash flooding also occurred.",75
996683,REYNOLDS CO.,REDFORD,12/10/2021,2205,Tornado, ,EF2,0,0,0,0,MO,CST-6, ,164745,C,179,LSX,0,0,NWS Storm Survey, ,6.86,300,4,SSE,9,ESE,REDFORD,12/10/2021,2211,37.272,-90.887,37.302,-90.768,"A tornado touched down around 10:05 PM CST to the northeast of Ellington, southwest of County Road 440, snapping numerous trees rated EF1 damage. The tornado proceeded east- northeast across Sinking Creek and damaged a house and single-wide trailer along County Road 428, as well as continuing to snap numerous trees. As the tornado continued east-northeast and crossed County Road 447, it intensified to an EF2 and completely tore off the roofs of two homes off of County Road 442 and County Road 442B. The home off of County Road 442B was where the most significant damage was observed, as it also lost an exterior wall. Two outbuildings were also destroyed by the tornado, and significant tree damage was observed. The tornado crossed the Black River and weakened, though it still caused EF1 damage to trees and power lines on County Road 456, where it lifted around 10:11 PM CST. Overall, the tornado was rated EF2 with a path length of 6.86 miles and max path width of 300 yards. No deaths or injuries were reported.","Numerous severe thunderstorms formed ahead of an approaching cold front during the late afternoon and evening of Friday December 10th, 2021.  Large hail, damaging winds and five tornadoes occurred across central and eastern Missouri as well as south central Illinois.  Unfortunately two of the tornadoes were very strong (rated EF-3 on the Enhanced Fujita Scale) and responsible for 7 fatalities (one near Defiance, Missouri and six at an Amazon Facility near Edwardsville, Illinois). The Defiance, MO tornado tracked within one mile of the NWS St. Louis office in the Missouri Research Park near Weldon Spring, MO leading to the staff sheltering while NWS Kansas City provided service backup.  This is only the third time in the office's existence that the staff had to shelter. The damage from the Defiance, MO EF3 tornado was estimated at $684,186 and is unknown for the remaining tracks at this time but early estimates are well into the millions due to the damage sustained at the Amazon facility near Edwardsville, IL.",76
1007079,BUTLER CO.,NEELYVILLE,03/06/2022,1735,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,166490,C,23,PAH,0,0,Emergency Manager, ,0.1,50,3,ENE,3,ENE,NEELYVILLE,03/06/2022,1736,36.5866,-90.4501,36.5872,-90.4484,"Video was relayed to the National Weather Service of an apparent tornado over an open field east of Neelyville. There was no known damage. The tornado was associated with a relatively weak shower or thunderstorm that did not exhibit severe characteristics.","Small clusters of intense storms moved northeastward during the late afternoon and early evening. These pre-frontal storms were associated with a strengthening low-level jet and some cooling aloft. A surface warm front along the Arkansas border enhanced wind shear, contributing to an isolated very brief tornado despite weak instability.",77
1007984,NEW MADRID CO.,CONRAN,03/18/2022,1439,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,166639,C,143,PAH,0,0,Public, ,0.71,50,3,NW,3,NNE,JAYWYE,03/18/2022,1441,36.5107,-89.6882,36.5157,-89.677,"Multiple videos showed a narrow funnel cloud with some minor debris. The video was taken looking north from Portageville and west from Marston. There was damage to a carport and some power lines. The video and the damage report were relayed by local broadcast media. There was no apparent damage path on the ground. The short path track was based on videos combined with radar data.","A couple of isolated severe thunderstorm cells developed during the late afternoon hours in the warm sector of a surface low over east central Missouri. The storms developed in a marginally unstable but strongly sheared environment ahead of the trailing cold front.",78
1011977,BUCHANAN CO.,ST JOSEPH,03/29/2022,1954,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,167197,C,21,EAX,0,0,NWS Storm Survey, ,0.3,40,4,ENE,4,ENE,ST JOSEPH,03/29/2022,1955,39.7806,-94.7842,39.7827,-94.7793,"A QLCS mesovortex tornado formed along a progressive line of storms that moved through the St. Joseph area. EF-1 damage occurred at a residence on the northeast side of town.","A line of thunderstorms formed in eastern Kansas and pushed eastward into northwest Missouri. There were a couple mesovortex tornadoes within the line, one of which caused damage in St. Joseph. There was also some sporadic wind damage in the St Joseph area, but could not be confirmed as tornadic.",79
1017725,DUNKLIN CO.,HORNERSVILLE MEM ARP,04/13/2022,1353,Tornado, ,EF0,0,0,260000,0,MO,CST-6, ,167612,C,69,MEG,0,0,NWS Storm Survey, ,4.75,100,3,SW,1,SSE,HORNERSVILLE,04/13/2022,1358,35.9973,-90.1807,36.0382,-90.1139,"This tornado began just south of County Road West County Road 70 in the Garson area causing damage to hardwood trees. As the tornado moved northeast across agricultural land, several center pivot irrigation systems were rolled. The tornado crossed into Dunklin County near County Road 645, damaging a mobile home unit and additional center pivot irrigation systems along Missouri Route K and County Road 626. An outbuilding was damaged along County Road 655 with the tornado lifting as it moved into Hornersville. Peak winds were estimated at 85 mph. Thanks to NSSL for assistance with this damage survey.","A shortwave moved into the Lower Mississippi Valley triggering numerous showers and thunderstorms across Arkansas during the morning hours of April 13, 2022. Storms eventually organized into a line that swept across the Mid-South. A strong low-level jet, large amounts of wind shear, and moderate amounts of instability supported severe thunderstorms across the Mid-South. Large hail, damaging wind and tornadoes were the result. Locally heavy rain also caused flooding.",80
1013211,PERRY CO.,BREWER,04/30/2022,1602,Tornado, ,EF0,0,0,30000,0,MO,CST-6, ,167420,C,157,PAH,0,0,NWS Storm Survey, ,0.1,50,1,SSW,1,SSW,BREWER,04/30/2022,1603,37.7626,-89.9291,37.764,-89.9284,"A weak tornado briefly touched down on County Road 806 within a larger area of straight-line winds. The evidence of the weak tornado was based on the orientation of the damage. This included uprooted trees oriented to the southeast, along with lofted tin from a nearby damaged machine shed and a large two-by-four impaled into the ground. The tornado also destroyed a 30-by-50 foot machine shed near some other tree damage in the vicinity. The home next to this machine shed sustained damage to its soffit and gutters. The siding was damaged by debris. Power lines were down. A trained spotter reported seeing a funnel cloud. Peak winds were estimated near 85 mph.","A few supercell thunderstorms formed over southeast Missouri during the warmth of the afternoon. The storms gradually intensified immediately ahead of a cold front across southeast Missouri, where lower 60's dewpoints were in place. Pockets of diurnal heating resulted in moderate instability, with mixed layer cape values from 1500 to 2000. A moderately strong low level southerly wind flow was adequate for a brief tornado or two.  With deep-layer winds oriented perpendicular to the initiating cold front boundary, conditions were favorable for supercells capable of locally damaging winds, isolated large hail, and a brief tornado.",81
1027440,PHELPS CO.,DUKE,05/19/2022,1354,Tornado, ,EF1,0,0,40000,0,MO,CST-6, ,169624,C,161,SGF,0,0,NWS Storm Survey, ,2.96,200,1,E,3,NNE,DUKE,05/19/2022,1359,37.63,-92.01,37.672,-91.9997,"A National Weather Service storm survey determined that an EF-1 with peak winds of 90 mph and a width of 200 yards snapped and uprooted numerous trees and damaged several small outbuildings. The tornado was on the ground for five minutes and tracked for 3 miles.","A nocturnal storm complex developed over southwest Kansas and northwest Oklahoma during the evening of the 18th moved eastward and reached the western edge of the Ozarks during the early morning of the 19th. The storm complex developed into a mesoscale convective vorticity center (MCV) and tracked northeastward across the region through the late morning and afternoon. The airmass on the eastern side of the MCV was unstable enough for severe storms to develop during the afternoon. The storms produced two EF-1 tornadoes in Phelps County south of I-44 near the towns of Beulah and Lecoma. Localized flash flooding was also observed near I-44 between Marshfield and Rolla. The storms also produce areas of widespread wind damage and localized flooding.",82
1027441,PHELPS CO.,VIDA,05/19/2022,1419,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,169624,C,161,SGF,0,0,NWS Storm Survey, ,0.97,100,4,E,4,ENE,VIDA,05/19/2022,1421,37.85,-91.7488,37.8641,-91.7481,"A National Weather Service storm survey determined that an EF-1 tornado with peak winds of 90 mph uprooted numerous trees along its 1 mile long path. A few trees were snapped.","A nocturnal storm complex developed over southwest Kansas and northwest Oklahoma during the evening of the 18th moved eastward and reached the western edge of the Ozarks during the early morning of the 19th. The storm complex developed into a mesoscale convective vorticity center (MCV) and tracked northeastward across the region through the late morning and afternoon. The airmass on the eastern side of the MCV was unstable enough for severe storms to develop during the afternoon. The storms produced two EF-1 tornadoes in Phelps County south of I-44 near the towns of Beulah and Lecoma. Localized flash flooding was also observed near I-44 between Marshfield and Rolla. The storms also produce areas of widespread wind damage and localized flooding.",83
1024251,FRANKLIN CO.,ANACONDA,05/19/2022,1516,Tornado, ,EF0,0,0,20000,0,MO,CST-6, ,169089,C,71,LSX,0,0,NWS Storm Survey, ,2.53,50,1,WNW,3,NNW,ANACONDA,05/19/2022,1518,38.305,-91.041,38.341,-91.05,"A tornado touched down around 4:16 PM along Anaconda Road approximately 2 miles southwest of St. Clair, MO in Franklin County. The tornado produced tree damage along its path as it headed north-northwest. It dissipated around 4:18 PM just south of Route WW. Overall, the tornado was rated EF0 with a path length of 2.53 miles and a max path width of 50 yards. No deaths or injuries were reported.","During the early afternoon of Thursday, May 19, 2022, a complex of thunderstorms expanded and intensified over sections of south-central Missouri. Thunderstorms quickly became strong to severe as the complex tracked east-northeast, impacting east-central Missouri, southeast Missouri, west-central Illinois and southwest Illinois. Numerous thunderstorms embedded within the broad complex exhibited signs of rotation, resulting in nine confirmed tornadoes. Of the nine tornadoes, six tornadoes occurred in Missouri and three occurred in Illinois. In Missouri, five of the six tornadoes were rated EF-0 and one tornado was rated EF-1. In Illinois, two tornadoes were rated EF-0, while the third was rated EF-1. In addition to the nine tornadoes, several locations were impacted by straight-line wind damage. The greatest impact from straight-line winds extended west to east through sections of southeast Missouri into southwest Illinois. The most extensive straight-line wind damage was in a swath from Desloge, MO through Chester, IL. Between the tornadoes and straight-line winds, much of the damage was similar in nature, taking out several trees, damaging outbuildings, machine sheds, and a few grain silos. Some residential homes also suffered damage, largely due to fallen trees, large limbs and/or flying debris. No fatalities nor injuries were reported.",84
1024252,FRANKLIN CO.,GREENSTREET,05/19/2022,1523,Tornado, ,EF1,0,0,30000,0,MO,CST-6, ,169089,C,71,LSX,0,0,NWS Storm Survey, ,1.27,100,2,SW,2,W,GREENSTREET,05/19/2022,1525,38.378,-91.224,38.395,-91.233,"A brief tornado occurred south of Leslie, MO in Franklin County. The tornado moved north-northwest through wooded areas producing tree damage. Maximum estimated wind speed was 100 mph. Overall, the tornado was rated EF1 with a path length of 1.27 miles and a max path width of 100 yards. No deaths or injuries were reported.","During the early afternoon of Thursday, May 19, 2022, a complex of thunderstorms expanded and intensified over sections of south-central Missouri. Thunderstorms quickly became strong to severe as the complex tracked east-northeast, impacting east-central Missouri, southeast Missouri, west-central Illinois and southwest Illinois. Numerous thunderstorms embedded within the broad complex exhibited signs of rotation, resulting in nine confirmed tornadoes. Of the nine tornadoes, six tornadoes occurred in Missouri and three occurred in Illinois. In Missouri, five of the six tornadoes were rated EF-0 and one tornado was rated EF-1. In Illinois, two tornadoes were rated EF-0, while the third was rated EF-1. In addition to the nine tornadoes, several locations were impacted by straight-line wind damage. The greatest impact from straight-line winds extended west to east through sections of southeast Missouri into southwest Illinois. The most extensive straight-line wind damage was in a swath from Desloge, MO through Chester, IL. Between the tornadoes and straight-line winds, much of the damage was similar in nature, taking out several trees, damaging outbuildings, machine sheds, and a few grain silos. Some residential homes also suffered damage, largely due to fallen trees, large limbs and/or flying debris. No fatalities nor injuries were reported.",85
1024255,ST. LOUIS CO.,TIMES BEACH,05/19/2022,1550,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,169089,C,189,LSX,0,0,NWS Storm Survey, ,0.14,20,2,SE,2,S,SHERMAN,05/19/2022,1551,38.505,-90.5753,38.507,-90.575,"A brief tornado occurred east of Eureka, MO in St. Louis County. The tornado formed near the entrance of the Bussen Quarry Antire Plant and moved northward, dissipating as it crossed I-44. Maximum estimated wind speed was 70 mph. Overall, the tornado was rated EF0 with a path length of 0.14 miles and a max path width of 20 yards. No deaths or injuries were reported.","During the early afternoon of Thursday, May 19, 2022, a complex of thunderstorms expanded and intensified over sections of south-central Missouri. Thunderstorms quickly became strong to severe as the complex tracked east-northeast, impacting east-central Missouri, southeast Missouri, west-central Illinois and southwest Illinois. Numerous thunderstorms embedded within the broad complex exhibited signs of rotation, resulting in nine confirmed tornadoes. Of the nine tornadoes, six tornadoes occurred in Missouri and three occurred in Illinois. In Missouri, five of the six tornadoes were rated EF-0 and one tornado was rated EF-1. In Illinois, two tornadoes were rated EF-0, while the third was rated EF-1. In addition to the nine tornadoes, several locations were impacted by straight-line wind damage. The greatest impact from straight-line winds extended west to east through sections of southeast Missouri into southwest Illinois. The most extensive straight-line wind damage was in a swath from Desloge, MO through Chester, IL. Between the tornadoes and straight-line winds, much of the damage was similar in nature, taking out several trees, damaging outbuildings, machine sheds, and a few grain silos. Some residential homes also suffered damage, largely due to fallen trees, large limbs and/or flying debris. No fatalities nor injuries were reported.",86
1024256,ST. LOUIS CO.,WEBSTER GROVES,05/19/2022,1558,Tornado, ,EF0,0,0,50000,0,MO,CST-6, ,169089,C,189,LSX,0,0,NWS Storm Survey, ,3.01,75,1,W,1,WNW,BRENTWOOD,05/19/2022,1603,38.582,-90.398,38.623,-90.379,"A weak tornado formed off of East Jefferson Avenue in Kirkwood and began moving north/northeastward through the Glendale neighborhood. Here, it produced tree damage, with a tree falling on a house, causing damage to the house. The tornado continued northward, crossing Manchester Road near Bennett Avenue while producing more tree damage. The tornado crossed through Old Warson Country Club and then dissipated as it crossed Litzsinger Road. Overall, the tornado was rated EF0 with a path length of 3.01 miles and a max path width of 75 yards. No deaths or injuries were reported.","During the early afternoon of Thursday, May 19, 2022, a complex of thunderstorms expanded and intensified over sections of south-central Missouri. Thunderstorms quickly became strong to severe as the complex tracked east-northeast, impacting east-central Missouri, southeast Missouri, west-central Illinois and southwest Illinois. Numerous thunderstorms embedded within the broad complex exhibited signs of rotation, resulting in nine confirmed tornadoes. Of the nine tornadoes, six tornadoes occurred in Missouri and three occurred in Illinois. In Missouri, five of the six tornadoes were rated EF-0 and one tornado was rated EF-1. In Illinois, two tornadoes were rated EF-0, while the third was rated EF-1. In addition to the nine tornadoes, several locations were impacted by straight-line wind damage. The greatest impact from straight-line winds extended west to east through sections of southeast Missouri into southwest Illinois. The most extensive straight-line wind damage was in a swath from Desloge, MO through Chester, IL. Between the tornadoes and straight-line winds, much of the damage was similar in nature, taking out several trees, damaging outbuildings, machine sheds, and a few grain silos. Some residential homes also suffered damage, largely due to fallen trees, large limbs and/or flying debris. No fatalities nor injuries were reported.",87
1024261,ST. LOUIS CO.,FRONTENAC,05/19/2022,1603,Tornado, ,EF0,0,0,20000,0,MO,CST-6, ,169089,C,189,LSX,0,0,NWS Storm Survey, ,1.32,50,0,E,1,NNE,FRONTENAC,05/19/2022,1604,38.63,-90.418,38.648,-90.41,"A brief and weak tornado touched down in St. Louis County near the city of Frontenac and moved north for just over a mile. The touchdown occurred 0.4 miles southwest of Frontenac and the tornado lifted 1 mile north of Frontenac. Damage caused by the tornado mainly consisted of downed trees and snapped limbs. Overall, the tornado was rated EF0 with a path length of 1.32 miles and a max path width of 50 yards. No deaths or injuries were reported.","During the early afternoon of Thursday, May 19, 2022, a complex of thunderstorms expanded and intensified over sections of south-central Missouri. Thunderstorms quickly became strong to severe as the complex tracked east-northeast, impacting east-central Missouri, southeast Missouri, west-central Illinois and southwest Illinois. Numerous thunderstorms embedded within the broad complex exhibited signs of rotation, resulting in nine confirmed tornadoes. Of the nine tornadoes, six tornadoes occurred in Missouri and three occurred in Illinois. In Missouri, five of the six tornadoes were rated EF-0 and one tornado was rated EF-1. In Illinois, two tornadoes were rated EF-0, while the third was rated EF-1. In addition to the nine tornadoes, several locations were impacted by straight-line wind damage. The greatest impact from straight-line winds extended west to east through sections of southeast Missouri into southwest Illinois. The most extensive straight-line wind damage was in a swath from Desloge, MO through Chester, IL. Between the tornadoes and straight-line winds, much of the damage was similar in nature, taking out several trees, damaging outbuildings, machine sheds, and a few grain silos. Some residential homes also suffered damage, largely due to fallen trees, large limbs and/or flying debris. No fatalities nor injuries were reported.",88
1024266,ST. LOUIS CO.,FERNRIDGE,05/19/2022,1606,Tornado, ,EF0,0,0,50000,0,MO,CST-6, ,169089,C,189,LSX,0,0,NWS Storm Survey, ,0.79,50,1,W,1,WSW,TEMPO,05/19/2022,1607,38.679,-90.47,38.69,-90.474,"A brief tornado with estimated maximum wind speeds of 80 mph impacted portions of central St. Louis County. The tornado developed around 5:06 p.m. 1.7 miles NW of the center of Creve Coeur, near the intersection of Kram Road and Olive Boulevard. The tornado ran nearly parallel to Timber Run Drive before turning northwest at Markaire Drive and impacted areas just southwest of North High School. The tornado crossed Fee Fee Road as it moved northwest and lifted over Seven Pines Drive at approximately 5:07 p.m. Several trees were damaged, power poles were snapped and a few homes were damaged due to falling limbs. Overall, the tornado was rated EF0 with a path length of 0.79 miles and a max path width of 50 yards. No deaths or injuries were reported.","During the early afternoon of Thursday, May 19, 2022, a complex of thunderstorms expanded and intensified over sections of south-central Missouri. Thunderstorms quickly became strong to severe as the complex tracked east-northeast, impacting east-central Missouri, southeast Missouri, west-central Illinois and southwest Illinois. Numerous thunderstorms embedded within the broad complex exhibited signs of rotation, resulting in nine confirmed tornadoes. Of the nine tornadoes, six tornadoes occurred in Missouri and three occurred in Illinois. In Missouri, five of the six tornadoes were rated EF-0 and one tornado was rated EF-1. In Illinois, two tornadoes were rated EF-0, while the third was rated EF-1. In addition to the nine tornadoes, several locations were impacted by straight-line wind damage. The greatest impact from straight-line winds extended west to east through sections of southeast Missouri into southwest Illinois. The most extensive straight-line wind damage was in a swath from Desloge, MO through Chester, IL. Between the tornadoes and straight-line winds, much of the damage was similar in nature, taking out several trees, damaging outbuildings, machine sheds, and a few grain silos. Some residential homes also suffered damage, largely due to fallen trees, large limbs and/or flying debris. No fatalities nor injuries were reported.",89
1020612,JACKSON CO.,RED BRIDGE,06/08/2022,23,Tornado, ,EF1,0,0,0,0,MO,CST-6, ,168567,C,95,EAX,0,0,NWS Storm Survey, ,4.83,125,3,NNW,2,NNE,HICKMAN MILLS,06/08/2022,30,38.956,-94.6072,38.9513,-94.5175,"This is the continuation of the tornado that exited Johnson County, Kansas. The tornado developed on the west side of Lenexa, KS, embedded within the larger line of thunderstorms moving across the Kansas City Metro area. The tornado generally travelled east down W 95th St and Bannister Road, varying in strength at times, before dissipating near the northeast side of the Grandview Triangle on the Missouri Side.","Strong to Severe thunderstorms across Kansas and Missouri the evening of June 7th, 2022, continued to evolve into a complex of strong to severe thunderstorms as they moved into the Kansas City Metro area between 12:30 and 1 AM CDT. These storms resulted in numerous reports of wind damage across the region as well as four confirmed tornadoes, one through the southern side of the Kansas City Metro, one in northeastern Jackson County Missouri and two near Louisburg, KS.",90
1020607,JACKSON CO.,RIPLEY,06/08/2022,37,Tornado, ,EF2,0,0,0,0,MO,CST-6, ,168567,C,95,EAX,0,0,NWS Storm Survey, ,9.56,200,1,SE,1,S,LEVASY,06/08/2022,46,39.121,-94.3091,39.1217,-94.1307,"The tornado developed within a larger bowing line segment of thunderstorms moving across the region. In addition to the tornado, a large swath of wind damage was noted south of the tornado track. In this area, downed tree limbs and other indicators were noted to be blown in the same west to east direction.","Strong to Severe thunderstorms across Kansas and Missouri the evening of June 7th, 2022, continued to evolve into a complex of strong to severe thunderstorms as they moved into the Kansas City Metro area between 12:30 and 1 AM CDT. These storms resulted in numerous reports of wind damage across the region as well as four confirmed tornadoes, one through the southern side of the Kansas City Metro, one in northeastern Jackson County Missouri and two near Louisburg, KS.",91
1035106,CLINTON CO.,HEMPLE,06/11/2022,2107,Tornado, ,EF0,0,0,0,0,MO,CST-6, ,170637,C,49,EAX,0,0,Public, ,0.02,20,2,SE,2,SE,HEMPLE,06/11/2022,2108,39.7039,-94.5542,39.7036,-94.5542,"A brief tornado occurred and did some damage to a pole barn near Hemple, Missouri.","A strong supercell formed in far northern Missouri, and dropped southward across the Highway 36 corridor. Along the way it produced several areas of tight rotation, which ultimately led to a brief tornado near Stewartsville.",92
1081064,NEWTON CO.,MC ELHANY,02/27/2023,102,Tornado, ,EF1,0,0,550000,0,MO,CST-6, ,176966,C,145,SGF,0,0,NWS Storm Survey, ,0.75,200,2,NW,2,WSW,NEOSHO ARPT,02/27/2023,103,36.8,-94.42,36.8105,-94.4165,"A National Weather Service storm survey concluded that an EF-1 tornado, with maximum wind speeds of 105 mph, damaged or destroyed more than 10 outbuildings and overturned two RVs. Minor roof damage occurred to a few homes. A few trees were uprooted with large branches broken off of numerous trees. The tornado path was 0.7 miles long with a maximum width of 200 yards. The tornado crossed I-49 with visible debris in the median.","A low pressure system intensified rapidly as it moved northeastward across the central Plains into northern Missouri and southern Iowa during the late evening of the 26th and early morning of the 27th. Strong to severe storms developed ahead of the trailing cold front and produced widespread wind damage and three tornadoes over southwest Missouri during the overnight hours. Numerous reports of wind damage were received east of a line from Joplin to Warsaw.",93
